orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
899,23899,000000023899.jpg,indoor,blazepose,medium,100.0,9,17,64.5
900,94614,000000094614.jpg,outdoor,blazepose,high,100.0,17,17,64.6
901,570471,000000570471.jpg,indoor,movenet,medium,100.0,8,10,14.8
902,82085,000000082085.jpg,outdoor,movenet,high,86.67,15,15,16.2
903,262587,000000262587.jpg,outdoor,blazepose,low,0.0,14,0,12.2
904,437239,000000437239.jpg,outdoor,blazepose,medium,0.0,17,0,12.1
905,469067,000000469067.jpg,indoor,movenet,medium,83.33,12,11,14.5
906,477955,000000477955.jpg,outdoor,blazepose,medium,100.0,12,17,63.6
907,372349,000000372349.jpg,indoor,blazepose,high,100.0,17,17,63.5
908,117908,000000117908.jpg,indoor,blazepose,high,0.0,3,0,12.1
909,498807,000000498807.jpg,outdoor,blazepose,high,100.0,15,17,63.6
910,341196,000000341196.jpg,outdoor,blazepose,medium,0.0,15,0,12.5
911,546219,000000546219.jpg,indoor,movenet,high,0.0,9,11,14.4
912,384666,000000384666.jpg,outdoor,blazepose,high,100.0,14,17,64.7
913,521141,000000521141.jpg,outdoor,blazepose,high,100.0,12,17,63.6
914,257370,000000257370.jpg,indoor,blazepose,high,100.0,11,17,63.8
915,273132,000000273132.jpg,outdoor,movenet,medium,100.0,14,14,14.8
916,398237,000000398237.jpg,outdoor,blazepose,low,0.0,15,0,12.8
917,367195,000000367195.jpg,indoor,blazepose,medium,0.0,1,0,12.1
918,455624,000000455624.jpg,outdoor,blazepose,high,0.0,12,0,12.4
919,157601,000000157601.jpg,indoor,movenet,high,100.0,6,6,15.2
920,336232,000000336232.jpg,outdoor,blazepose,high,100.0,15,17,63.4
921,68093,000000068093.jpg,outdoor,blazepose,high,100.0,14,17,63.7
922,375469,000000375469.jpg,outdoor,movenet,high,0.0,12,0,15.0
923,135604,000000135604.jpg,outdoor,blazepose,medium,100.0,15,17,64.7
924,405195,000000405195.jpg,indoor,blazepose,high,0.0,3,0,12.2
925,309391,000000309391.jpg,outdoor,movenet,medium,100.0,12,17,14.6
926,493286,000000493286.jpg,outdoor,movenet,high,0.0,8,17,14.1
927,84492,000000084492.jpg,outdoor,blazepose,low,100.0,14,17,64.1
928,39405,000000039405.jpg,outdoor,blazepose,low,0.0,12,0,12.4
929,473121,000000473121.jpg,outdoor,blazepose,high,93.33,15,17,64.1
930,342367,000000342367.jpg,indoor,blazepose,medium,100.0,12,17,64.0
931,355257,000000355257.jpg,indoor,blazepose,high,100.0,10,17,64.2
932,139,000000000139.jpg,indoor,movenet,medium,92.86,14,15,14.8
933,437331,000000437331.jpg,outdoor,movenet,low,73.33,15,14,15.5
934,215259,000000215259.jpg,indoor,movenet,high,93.75,16,16,15.4
935,275058,000000275058.jpg,outdoor,movenet,low,66.67,12,13,15.5
936,209829,000000209829.jpg,outdoor,movenet,high,100.0,15,17,15.7
937,389684,000000389684.jpg,outdoor,blazepose,low,0.0,14,0,13.6
938,333745,000000333745.jpg,outdoor,movenet,low,100.0,16,17,14.4
939,361586,000000361586.jpg,indoor,movenet,medium,0.0,8,13,15.0
940,388927,000000388927.jpg,indoor,blazepose,high,0.0,4,0,12.7
941,33638,000000033638.jpg,indoor,movenet,low,100.0,13,17,14.7
942,64868,000000064868.jpg,indoor,movenet,high,92.86,14,14,15.3
943,123633,000000123633.jpg,indoor,blazepose,low,38.46,13,17,64.3
944,223747,000000223747.jpg,indoor,movenet,low,0.0,4,0,14.7
945,408696,000000408696.jpg,indoor,movenet,low,100.0,16,17,15.0
946,541055,000000541055.jpg,outdoor,blazepose,medium,0.0,17,17,64.1
947,289222,000000289222.jpg,outdoor,movenet,medium,0.0,5,10,17.4
948,31817,000000031817.jpg,outdoor,blazepose,medium,0.0,13,0,12.5
949,345252,000000345252.jpg,indoor,blazepose,medium,100.0,12,17,64.5
950,58393,000000058393.jpg,outdoor,movenet,low,100.0,2,7,16.1
951,561958,000000561958.jpg,outdoor,blazepose,high,0.0,13,17,64.1
952,440475,000000440475.jpg,indoor,movenet,low,0.0,12,10,18.9
953,506178,000000506178.jpg,indoor,movenet,low,91.67,12,12,14.6
954,88848,000000088848.jpg,outdoor,blazepose,low,100.0,12,17,64.6
955,211674,000000211674.jpg,outdoor,blazepose,low,0.0,8,0,12.1
956,465549,000000465549.jpg,indoor,movenet,high,8.33,12,12,14.7
957,294350,000000294350.jpg,indoor,movenet,medium,63.64,11,9,14.7
958,9891,000000009891.jpg,outdoor,blazepose,medium,100.0,13,17,64.5
959,293794,000000293794.jpg,outdoor,blazepose,high,0.0,8,0,12.6
960,246963,000000246963.jpg,outdoor,blazepose,medium,12.5,8,17,69.1
961,260261,000000260261.jpg,outdoor,movenet,high,100.0,11,16,15.5
962,242946,000000242946.jpg,indoor,blazepose,medium,0.0,8,17,64.0
963,549390,000000549390.jpg,outdoor,blazepose,high,100.0,15,17,64.4
964,413689,000000413689.jpg,outdoor,blazepose,low,100.0,14,17,64.0
965,532855,000000532855.jpg,outdoor,movenet,high,25.0,4,2,14.7
966,196141,000000196141.jpg,outdoor,blazepose,medium,0.0,17,17,64.5
967,427034,000000427034.jpg,indoor,movenet,medium,0.0,1,6,13.9
968,396200,000000396200.jpg,outdoor,movenet,medium,0.0,16,17,15.2
969,542776,000000542776.jpg,indoor,blazepose,medium,0.0,0,17,64.5
970,553731,000000553731.jpg,indoor,blazepose,high,0.0,11,0,12.5
971,424551,000000424551.jpg,outdoor,movenet,medium,100.0,15,17,15.0
972,75612,000000075612.jpg,indoor,blazepose,high,100.0,16,17,64.7
973,193245,000000193245.jpg,outdoor,movenet,high,0.0,14,16,15.6
974,468577,000000468577.jpg,indoor,blazepose,medium,100.0,15,17,64.2
975,54654,000000054654.jpg,indoor,movenet,low,100.0,12,14,14.5
976,15335,000000015335.jpg,indoor,blazepose,low,0.0,9,0,12.3
977,276055,000000276055.jpg,indoor,blazepose,medium,100.0,10,17,64.8
978,375493,000000375493.jpg,outdoor,movenet,medium,92.86,14,15,15.9
979,73153,000000073153.jpg,indoor,movenet,high,100.0,13,14,15.5
980,361238,000000361238.jpg,indoor,movenet,medium,100.0,8,13,14.0
981,521819,000000521819.jpg,outdoor,blazepose,low,0.0,14,0,12.6
982,88951,000000088951.jpg,outdoor,blazepose,medium,100.0,16,17,65.7
983,38118,000000038118.jpg,outdoor,blazepose,medium,100.0,15,17,63.9
984,452784,000000452784.jpg,indoor,movenet,medium,0.0,2,3,14.0
985,46048,000000046048.jpg,indoor,movenet,medium,88.89,9,12,15.8
986,232649,000000232649.jpg,indoor,movenet,medium,100.0,7,13,17.6
987,209757,000000209757.jpg,outdoor,blazepose,medium,100.0,16,17,64.2
988,144984,000000144984.jpg,indoor,movenet,low,100.0,10,12,14.4
989,275749,000000275749.jpg,indoor,blazepose,high,72.73,11,17,64.0
990,371749,000000371749.jpg,indoor,blazepose,medium,100.0,8,17,63.7
991,545007,000000545007.jpg,indoor,blazepose,medium,25.0,16,17,63.9
992,11511,000000011511.jpg,outdoor,blazepose,high,0.0,14,0,12.3
993,149770,000000149770.jpg,outdoor,blazepose,high,100.0,14,17,63.9
994,489924,000000489924.jpg,outdoor,blazepose,low,0.0,9,0,12.3
995,231580,000000231580.jpg,indoor,blazepose,high,100.0,14,17,64.0
996,425221,000000425221.jpg,outdoor,blazepose,low,100.0,8,17,64.6
997,455597,000000455597.jpg,indoor,movenet,low,0.0,5,7,15.1
998,514586,000000514586.jpg,outdoor,movenet,medium,92.31,13,13,14.8
999,177539,000000177539.jpg,outdoor,movenet,low,100.0,4,6,17.2
1000,37751,000000037751.jpg,outdoor,blazepose,medium,0.0,13,0,12.2
1001,313034,000000313034.jpg,indoor,movenet,high,100.0,7,11,15.2
1002,288430,000000288430.jpg,outdoor,movenet,low,0.0,16,15,14.4
1003,61584,000000061584.jpg,indoor,blazepose,medium,100.0,13,17,63.9
1004,380913,000000380913.jpg,indoor,blazepose,high,87.5,16,17,64.1
1005,463918,000000463918.jpg,indoor,movenet,high,92.31,13,13,14.6
1006,579307,000000579307.jpg,outdoor,movenet,medium,83.33,12,15,17.9
1007,357978,000000357978.jpg,indoor,movenet,medium,100.0,16,16,17.6
1008,345385,000000345385.jpg,indoor,blazepose,medium,100.0,8,17,65.4
1009,356612,000000356612.jpg,outdoor,blazepose,medium,0.0,14,17,64.0
1010,179141,000000179141.jpg,indoor,blazepose,medium,0.0,11,0,12.0
1011,156292,000000156292.jpg,indoor,blazepose,high,0.0,16,0,12.2
1012,486104,000000486104.jpg,outdoor,blazepose,medium,0.0,15,17,65.1
1013,563604,000000563604.jpg,outdoor,movenet,high,100.0,11,17,14.3
1014,137106,000000137106.jpg,indoor,blazepose,medium,0.0,2,0,12.3
1015,30504,000000030504.jpg,outdoor,blazepose,high,100.0,12,17,64.8
1016,117197,000000117197.jpg,indoor,blazepose,medium,100.0,14,17,64.9
1017,785,000000000785.jpg,outdoor,blazepose,low,100.0,17,17,70.1
1018,413395,000000413395.jpg,indoor,movenet,medium,100.0,8,11,14.8
1019,343453,000000343453.jpg,outdoor,blazepose,medium,100.0,15,17,65.1
1020,305609,000000305609.jpg,indoor,movenet,medium,0.0,2,0,15.1
1021,79031,000000079031.jpg,outdoor,blazepose,high,100.0,15,17,64.5
1022,445722,000000445722.jpg,outdoor,blazepose,low,0.0,2,0,12.3
1023,169996,000000169996.jpg,outdoor,movenet,high,90.91,11,13,14.6
1024,54593,000000054593.jpg,outdoor,movenet,low,87.5,16,15,15.0
1025,30828,000000030828.jpg,outdoor,movenet,medium,8.33,12,5,17.4
1026,328238,000000328238.jpg,outdoor,blazepose,low,100.0,15,17,64.8
1027,167572,000000167572.jpg,indoor,blazepose,medium,0.0,1,0,12.1
1028,558854,000000558854.jpg,indoor,movenet,high,100.0,1,2,14.8
1029,111609,000000111609.jpg,indoor,movenet,medium,0.0,5,0,17.5
1030,494913,000000494913.jpg,indoor,movenet,low,0.0,16,1,15.1
1031,221291,000000221291.jpg,outdoor,blazepose,medium,100.0,12,17,64.3
1032,274460,000000274460.jpg,outdoor,movenet,high,76.47,17,13,14.9
1033,474095,000000474095.jpg,indoor,movenet,low,93.75,16,16,15.6
1034,263403,000000263403.jpg,outdoor,movenet,low,100.0,9,17,14.8
1035,433980,000000433980.jpg,indoor,movenet,high,0.0,7,1,14.8
1036,512985,000000512985.jpg,outdoor,blazepose,low,100.0,14,17,64.2
1037,214720,000000214720.jpg,indoor,movenet,low,81.82,11,11,14.8
1038,7278,000000007278.jpg,outdoor,movenet,high,58.33,12,11,14.9
1039,504074,000000504074.jpg,indoor,movenet,low,7.14,14,14,15.0
1040,109900,000000109900.jpg,outdoor,movenet,high,37.5,16,6,14.7
1041,94326,000000094326.jpg,outdoor,movenet,medium,100.0,10,14,14.1
1042,102356,000000102356.jpg,outdoor,movenet,low,93.33,15,16,14.4
1043,447611,000000447611.jpg,indoor,movenet,medium,0.0,1,0,13.5
1044,245448,000000245448.jpg,outdoor,movenet,low,57.14,14,16,14.6
1045,420916,000000420916.jpg,outdoor,movenet,medium,100.0,7,8,15.1
1046,404805,000000404805.jpg,outdoor,movenet,high,88.89,9,11,15.2
1047,121591,000000121591.jpg,outdoor,blazepose,high,100.0,14,17,63.6
1048,431876,000000431876.jpg,outdoor,blazepose,high,0.0,8,0,12.4
1049,252507,000000252507.jpg,outdoor,movenet,high,100.0,15,17,15.1
1050,480021,000000480021.jpg,outdoor,blazepose,medium,0.0,16,0,12.1
1051,570539,000000570539.jpg,outdoor,blazepose,high,0.0,10,17,64.1
1052,422706,000000422706.jpg,outdoor,blazepose,medium,100.0,3,17,63.6
1053,9772,000000009772.jpg,indoor,movenet,high,100.0,13,17,15.3
1054,376093,000000376093.jpg,indoor,movenet,medium,61.54,13,13,15.3
1055,437514,000000437514.jpg,outdoor,movenet,low,0.0,1,15,14.5
1056,565778,000000565778.jpg,outdoor,movenet,high,91.67,12,13,15.6
1057,193926,000000193926.jpg,outdoor,blazepose,high,0.0,2,0,12.7
1058,488592,000000488592.jpg,outdoor,movenet,low,100.0,9,17,14.9
1059,48564,000000048564.jpg,indoor,blazepose,high,100.0,10,17,65.7
1060,18837,000000018837.jpg,outdoor,movenet,high,69.23,13,13,14.9
1061,306437,000000306437.jpg,outdoor,blazepose,medium,100.0,16,17,64.8
1062,463618,000000463618.jpg,indoor,blazepose,medium,100.0,12,17,64.0
1063,170613,000000170613.jpg,outdoor,movenet,low,36.36,11,13,15.5
1064,572620,000000572620.jpg,outdoor,movenet,high,0.0,16,15,14.5
1065,157928,000000157928.jpg,outdoor,blazepose,low,0.0,16,0,12.2
1066,132544,000000132544.jpg,outdoor,movenet,low,12.5,16,14,14.4
1067,352760,000000352760.jpg,outdoor,movenet,high,100.0,17,17,15.2
1068,368212,000000368212.jpg,indoor,blazepose,medium,100.0,17,17,63.9
1069,170116,000000170116.jpg,indoor,blazepose,high,0.0,5,0,12.5
1070,438774,000000438774.jpg,indoor,movenet,medium,25.0,12,16,15.3
1071,549055,000000549055.jpg,outdoor,blazepose,low,0.0,10,0,12.5
1072,227491,000000227491.jpg,outdoor,movenet,high,100.0,17,17,14.1
1073,224222,000000224222.jpg,outdoor,movenet,high,100.0,16,17,17.0
1074,216296,000000216296.jpg,indoor,movenet,medium,0.0,16,15,15.0
1075,182155,000000182155.jpg,indoor,blazepose,high,100.0,10,17,64.6
1076,52996,000000052996.jpg,indoor,movenet,medium,0.0,15,9,14.9
1077,465179,000000465179.jpg,indoor,movenet,medium,100.0,12,13,15.3
1078,6460,000000006460.jpg,outdoor,blazepose,high,92.86,14,17,63.7
1079,190007,000000190007.jpg,outdoor,movenet,low,100.0,14,17,15.5
1080,535306,000000535306.jpg,outdoor,blazepose,medium,0.0,3,0,63.8
1081,556193,000000556193.jpg,indoor,movenet,high,90.91,11,12,14.8
1082,557916,000000557916.jpg,indoor,blazepose,low,0.0,13,0,12.2
1083,281414,000000281414.jpg,indoor,movenet,low,93.75,16,16,15.8
1084,351096,000000351096.jpg,indoor,blazepose,high,0.0,1,0,12.3
1085,92416,000000092416.jpg,outdoor,movenet,medium,100.0,12,13,14.3
1086,424975,000000424975.jpg,outdoor,blazepose,low,0.0,12,0,12.3
1087,213255,000000213255.jpg,outdoor,blazepose,high,100.0,11,17,64.8
1088,363207,000000363207.jpg,indoor,movenet,high,0.0,9,12,14.2
1089,322163,000000322163.jpg,indoor,movenet,low,0.0,10,10,14.0
1090,256775,000000256775.jpg,outdoor,blazepose,high,0.0,16,0,12.5
1091,170099,000000170099.jpg,indoor,blazepose,high,100.0,13,17,64.4
1092,540414,000000540414.jpg,outdoor,movenet,medium,87.5,16,15,15.1
1093,123480,000000123480.jpg,indoor,movenet,low,100.0,9,9,14.9
1094,107339,000000107339.jpg,indoor,movenet,high,100.0,14,17,14.5
1095,350002,000000350002.jpg,indoor,movenet,medium,92.86,14,14,14.0
1096,579070,000000579070.jpg,indoor,blazepose,high,100.0,10,17,64.6
1097,578545,000000578545.jpg,indoor,blazepose,high,100.0,8,17,65.2
1098,78404,000000078404.jpg,outdoor,blazepose,high,100.0,11,17,64.3
1099,200421,000000200421.jpg,indoor,blazepose,low,100.0,6,17,64.3
1100,6771,000000006771.jpg,indoor,blazepose,high,100.0,11,17,68.2
1101,448256,000000448256.jpg,outdoor,movenet,medium,14.29,14,11,14.7
1102,236308,000000236308.jpg,outdoor,blazepose,high,0.0,12,0,12.2
1103,66771,000000066771.jpg,indoor,blazepose,high,100.0,9,17,66.4
1104,338624,000000338624.jpg,outdoor,blazepose,low,100.0,16,17,64.9
1105,569976,000000569976.jpg,indoor,movenet,high,100.0,10,11,15.1
1106,450202,000000450202.jpg,indoor,blazepose,low,0.0,3,0,12.0
1107,212453,000000212453.jpg,indoor,blazepose,low,0.0,14,0,12.3
1108,151000,000000151000.jpg,indoor,blazepose,medium,0.0,15,0,12.1
1109,110042,000000110042.jpg,indoor,movenet,medium,70.0,10,11,15.6
1110,224119,000000224119.jpg,indoor,movenet,low,25.0,4,2,14.2
1111,252294,000000252294.jpg,indoor,movenet,medium,71.43,7,8,14.7
1112,2261,000000002261.jpg,outdoor,movenet,medium,83.33,6,13,14.6
1113,274708,000000274708.jpg,outdoor,movenet,low,100.0,12,17,14.9
1114,64523,000000064523.jpg,outdoor,blazepose,high,0.0,17,0,12.5
1115,349184,000000349184.jpg,outdoor,blazepose,low,0.0,1,0,63.6
1116,201646,000000201646.jpg,indoor,movenet,high,100.0,6,10,14.3
1117,209530,000000209530.jpg,indoor,movenet,high,90.0,10,11,16.1
1118,292456,000000292456.jpg,outdoor,blazepose,medium,7.69,13,17,65.1
1119,309467,000000309467.jpg,outdoor,movenet,medium,0.0,12,15,14.0
1120,301135,000000301135.jpg,outdoor,movenet,high,6.67,15,17,15.3
1121,394199,000000394199.jpg,outdoor,blazepose,low,100.0,7,17,65.0
1122,463730,000000463730.jpg,outdoor,blazepose,high,100.0,16,17,64.2
1123,532481,000000532481.jpg,outdoor,movenet,medium,66.67,12,15,14.4
1124,22705,000000022705.jpg,indoor,movenet,high,100.0,17,17,14.9
1125,88345,000000088345.jpg,indoor,movenet,high,100.0,7,7,14.8
1126,422886,000000422886.jpg,indoor,movenet,low,87.5,8,8,14.6
1127,156076,000000156076.jpg,indoor,blazepose,high,100.0,8,17,65.5
1128,428454,000000428454.jpg,outdoor,blazepose,low,100.0,11,17,64.7
1129,137294,000000137294.jpg,indoor,blazepose,high,100.0,9,17,64.8
1130,459272,000000459272.jpg,indoor,blazepose,medium,100.0,8,17,64.2
1131,172935,000000172935.jpg,outdoor,blazepose,low,0.0,13,0,12.2
1132,54164,000000054164.jpg,outdoor,blazepose,low,100.0,16,17,64.0
1133,115870,000000115870.jpg,indoor,movenet,high,0.0,15,12,16.0
1134,1296,000000001296.jpg,indoor,blazepose,medium,0.0,8,0,12.3
1135,187249,000000187249.jpg,indoor,blazepose,high,0.0,4,0,12.2
1136,53529,000000053529.jpg,outdoor,movenet,high,50.0,2,4,14.5
1137,278973,000000278973.jpg,outdoor,blazepose,low,100.0,14,17,64.2
1138,479126,000000479126.jpg,indoor,blazepose,high,0.0,15,17,64.2
1139,172617,000000172617.jpg,indoor,blazepose,medium,0.0,10,0,12.2
1140,119365,000000119365.jpg,indoor,blazepose,medium,60.0,5,17,65.1
1141,312720,000000312720.jpg,outdoor,blazepose,low,0.0,10,0,12.5
1142,114907,000000114907.jpg,outdoor,blazepose,high,0.0,11,17,64.5
1143,278848,000000278848.jpg,outdoor,blazepose,medium,0.0,13,0,12.4
1144,231339,000000231339.jpg,indoor,movenet,medium,90.91,11,14,14.8
1145,60899,000000060899.jpg,indoor,blazepose,low,100.0,16,17,63.9
1146,491090,000000491090.jpg,outdoor,blazepose,high,100.0,14,17,65.2
1147,187990,000000187990.jpg,outdoor,blazepose,high,100.0,13,17,64.3
1148,404484,000000404484.jpg,indoor,blazepose,medium,100.0,12,17,64.8
1149,468965,000000468965.jpg,outdoor,movenet,high,40.0,15,15,14.8
1150,150649,000000150649.jpg,outdoor,movenet,high,0.0,16,16,14.8
1151,410880,000000410880.jpg,outdoor,blazepose,low,0.0,6,17,64.0
1152,166747,000000166747.jpg,outdoor,blazepose,low,0.0,14,17,64.2
1153,534827,000000534827.jpg,outdoor,blazepose,medium,0.0,14,0,64.1
1154,411530,000000411530.jpg,outdoor,movenet,high,0.0,14,10,14.9
1155,449312,000000449312.jpg,outdoor,movenet,low,87.5,8,10,15.8
1156,154004,000000154004.jpg,outdoor,movenet,high,0.0,14,15,16.0
1157,180751,000000180751.jpg,indoor,blazepose,low,100.0,10,17,64.4
1158,505789,000000505789.jpg,indoor,blazepose,low,0.0,10,0,12.6
1159,122672,000000122672.jpg,outdoor,movenet,low,100.0,11,14,14.3
1160,433915,000000433915.jpg,indoor,movenet,low,100.0,5,7,16.2
1161,461751,000000461751.jpg,outdoor,movenet,high,100.0,11,12,14.5
1162,52591,000000052591.jpg,outdoor,movenet,low,88.24,17,15,14.4
1163,58539,000000058539.jpg,outdoor,blazepose,medium,50.0,8,17,63.8
1164,568814,000000568814.jpg,indoor,movenet,medium,100.0,7,11,18.8
1165,132587,000000132587.jpg,outdoor,movenet,medium,100.0,15,16,15.2
1166,249180,000000249180.jpg,indoor,movenet,low,0.0,11,15,15.0
1167,318138,000000318138.jpg,indoor,blazepose,low,9.09,11,17,64.5
1168,129812,000000129812.jpg,outdoor,movenet,high,100.0,4,5,14.5
1169,95155,000000095155.jpg,outdoor,blazepose,low,0.0,17,0,12.2
1170,154718,000000154718.jpg,indoor,movenet,low,0.0,6,0,15.4
1171,331817,000000331817.jpg,indoor,blazepose,high,0.0,2,0,12.4
1172,12670,000000012670.jpg,indoor,blazepose,low,0.0,13,17,64.2
1173,361730,000000361730.jpg,outdoor,blazepose,high,68.75,16,17,65.5
1174,482585,000000482585.jpg,outdoor,movenet,low,63.64,11,10,14.0
1175,306139,000000306139.jpg,indoor,movenet,low,0.0,10,4,15.0
1176,32887,000000032887.jpg,indoor,movenet,medium,100.0,17,17,14.3
1177,182611,000000182611.jpg,indoor,blazepose,medium,100.0,11,17,64.8
1178,122166,000000122166.jpg,outdoor,blazepose,high,100.0,15,17,65.1
1179,286182,000000286182.jpg,indoor,blazepose,high,100.0,8,17,64.4
1180,550349,000000550349.jpg,outdoor,movenet,high,57.14,14,15,15.1
1181,471023,000000471023.jpg,outdoor,movenet,high,0.0,2,0,20.2
1182,17436,000000017436.jpg,outdoor,blazepose,medium,0.0,16,0,12.8
1183,273198,000000273198.jpg,outdoor,blazepose,low,0.0,10,0,63.3
1184,32817,000000032817.jpg,indoor,movenet,low,37.5,8,5,14.1
1185,254368,000000254368.jpg,indoor,blazepose,low,0.0,10,0,12.1
1186,490936,000000490936.jpg,outdoor,movenet,medium,100.0,15,17,14.7
1187,187585,000000187585.jpg,outdoor,movenet,high,73.33,15,12,15.1
1188,506933,000000506933.jpg,indoor,blazepose,high,0.0,6,0,12.5
1189,488166,000000488166.jpg,indoor,movenet,low,77.78,9,8,14.6
1190,80273,000000080273.jpg,outdoor,blazepose,medium,100.0,15,17,64.2
1191,173302,000000173302.jpg,indoor,blazepose,low,0.0,7,0,12.4
1192,192607,000000192607.jpg,outdoor,blazepose,low,0.0,16,0,12.3
1193,558114,000000558114.jpg,indoor,movenet,low,81.25,16,14,15.3
1194,259640,000000259640.jpg,outdoor,movenet,medium,0.0,12,11,16.2
1195,564091,000000564091.jpg,indoor,movenet,low,93.75,16,16,15.8
1196,374982,000000374982.jpg,indoor,blazepose,high,100.0,11,17,65.9
1197,135410,000000135410.jpg,outdoor,blazepose,low,0.0,12,0,12.3
1198,112997,000000112997.jpg,indoor,movenet,low,0.0,1,1,15.1
1199,439180,000000439180.jpg,outdoor,blazepose,medium,0.0,14,0,12.4
1200,128699,000000128699.jpg,outdoor,blazepose,low,100.0,12,17,63.7
