orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
106,289343,000000289343.jpg,outdoor,blazepose,low,0.0,15,0,9.1
107,314264,000000314264.jpg,indoor,movenet,high,100.0,11,14,17.2
108,451714,000000451714.jpg,outdoor,movenet,low,100.0,17,17,17.8
109,232692,000000232692.jpg,outdoor,blazepose,high,0.0,14,17,70.1
110,481390,000000481390.jpg,outdoor,blazepose,low,0.0,17,17,69.7
111,55528,000000055528.jpg,indoor,blazepose,medium,100.0,10,17,70.1
112,169076,000000169076.jpg,indoor,movenet,high,0.0,5,5,17.9
113,234607,000000234607.jpg,indoor,blazepose,low,100.0,16,17,69.9
114,98287,000000098287.jpg,outdoor,movenet,low,0.0,15,0,17.9
115,97337,000000097337.jpg,indoor,blazepose,medium,0.0,8,0,9.3
116,545219,000000545219.jpg,outdoor,blazepose,low,0.0,12,17,70.6
117,465822,000000465822.jpg,indoor,blazepose,high,0.0,7,0,9.4
118,432085,000000432085.jpg,indoor,movenet,medium,80.0,5,6,17.5
119,107094,000000107094.jpg,outdoor,blazepose,high,100.0,16,17,70.3
120,310862,000000310862.jpg,indoor,blazepose,high,100.0,5,17,70.1
121,25603,000000025603.jpg,indoor,movenet,low,88.89,9,9,18.1
122,397133,000000397133.jpg,indoor,movenet,low,92.31,13,16,17.4
123,239857,000000239857.jpg,indoor,blazepose,high,100.0,14,17,69.9
124,398377,000000398377.jpg,indoor,blazepose,low,26.67,15,17,69.7
125,447465,000000447465.jpg,outdoor,blazepose,medium,0.0,16,0,9.3
126,86755,000000086755.jpg,outdoor,movenet,medium,100.0,12,17,17.7
127,378515,000000378515.jpg,outdoor,movenet,high,0.0,14,11,17.8
128,59635,000000059635.jpg,outdoor,movenet,medium,0.0,16,17,17.6
129,367228,000000367228.jpg,outdoor,blazepose,low,0.0,10,0,9.3
130,232684,000000232684.jpg,indoor,blazepose,high,100.0,5,17,69.8
131,343149,000000343149.jpg,indoor,blazepose,low,0.0,15,17,70.2
132,17207,000000017207.jpg,outdoor,blazepose,medium,0.0,7,0,9.7
133,110784,000000110784.jpg,outdoor,blazepose,high,100.0,15,17,74.4
134,118921,000000118921.jpg,outdoor,blazepose,high,100.0,17,17,71.3
135,404839,000000404839.jpg,indoor,movenet,low,90.91,11,13,18.2
136,546717,000000546717.jpg,indoor,movenet,high,91.67,12,13,17.7
137,403584,000000403584.jpg,outdoor,blazepose,low,70.0,10,17,70.0
138,446651,000000446651.jpg,outdoor,movenet,medium,100.0,10,11,18.1
139,284445,000000284445.jpg,outdoor,movenet,high,86.67,15,15,18.0
140,185890,000000185890.jpg,indoor,blazepose,high,70.59,17,17,69.9
141,71938,000000071938.jpg,indoor,blazepose,medium,100.0,4,17,69.8
142,458325,000000458325.jpg,outdoor,blazepose,high,100.0,13,17,69.5
143,314177,000000314177.jpg,indoor,movenet,low,100.0,15,16,57.6
144,214869,000000214869.jpg,indoor,movenet,high,0.0,1,1,17.6
145,213035,000000213035.jpg,indoor,blazepose,medium,0.0,2,0,70.2
146,347174,000000347174.jpg,indoor,movenet,medium,71.43,14,12,17.8
147,414385,000000414385.jpg,outdoor,blazepose,medium,100.0,16,17,70.5
148,559160,000000559160.jpg,outdoor,movenet,high,100.0,12,14,19.4
149,297353,000000297353.jpg,indoor,movenet,high,100.0,14,17,17.2
150,422670,000000422670.jpg,indoor,blazepose,high,100.0,7,17,70.4
151,195842,000000195842.jpg,indoor,blazepose,low,100.0,14,17,70.5
152,439854,000000439854.jpg,outdoor,movenet,medium,0.0,13,12,17.8
153,382111,000000382111.jpg,outdoor,blazepose,low,85.71,14,17,69.9
154,288584,000000288584.jpg,indoor,blazepose,high,100.0,14,17,69.8
155,513283,000000513283.jpg,indoor,blazepose,low,0.0,1,0,9.1
156,222735,000000222735.jpg,indoor,blazepose,medium,60.0,5,17,70.3
157,280930,000000280930.jpg,indoor,movenet,medium,100.0,12,15,17.6
158,340894,000000340894.jpg,indoor,movenet,medium,88.89,9,12,16.9
159,144003,000000144003.jpg,indoor,movenet,high,83.33,12,12,17.0
160,268378,000000268378.jpg,indoor,movenet,high,81.82,11,10,17.1
161,199771,000000199771.jpg,indoor,movenet,medium,45.45,11,7,17.2
162,286553,000000286553.jpg,indoor,movenet,medium,18.18,11,12,16.9
163,319100,000000319100.jpg,indoor,movenet,low,78.57,14,13,17.2
164,69213,000000069213.jpg,outdoor,movenet,high,90.91,11,13,17.8
165,527215,000000527215.jpg,outdoor,movenet,low,100.0,11,15,17.3
166,331604,000000331604.jpg,outdoor,blazepose,low,0.0,13,0,70.0
167,454067,000000454067.jpg,indoor,blazepose,high,100.0,9,17,70.4
168,172649,000000172649.jpg,outdoor,movenet,low,56.25,16,10,18.0
169,230008,000000230008.jpg,outdoor,movenet,medium,100.0,9,15,17.2
170,541773,000000541773.jpg,indoor,movenet,high,100.0,8,11,17.9
171,22371,000000022371.jpg,indoor,blazepose,low,100.0,10,17,69.8
172,140203,000000140203.jpg,outdoor,movenet,low,93.75,16,16,18.0
173,396338,000000396338.jpg,outdoor,blazepose,high,0.0,13,0,9.1
174,189752,000000189752.jpg,indoor,movenet,high,33.33,6,11,17.8
175,154358,000000154358.jpg,indoor,movenet,low,0.0,12,14,16.9
176,280779,000000280779.jpg,outdoor,movenet,low,100.0,16,17,17.2
177,150417,000000150417.jpg,indoor,blazepose,medium,100.0,11,17,69.8
178,301061,000000301061.jpg,outdoor,blazepose,high,100.0,5,17,69.7
179,180487,000000180487.jpg,indoor,movenet,low,100.0,10,13,17.8
180,297084,000000297084.jpg,indoor,blazepose,medium,100.0,8,17,69.8
181,426241,000000426241.jpg,indoor,movenet,low,100.0,7,11,17.5
182,381360,000000381360.jpg,outdoor,movenet,low,85.71,14,15,17.1
183,435208,000000435208.jpg,indoor,blazepose,low,0.0,14,0,9.3
184,457078,000000457078.jpg,indoor,movenet,low,75.0,8,7,17.2
185,263068,000000263068.jpg,outdoor,movenet,low,66.67,15,10,17.4
186,334530,000000334530.jpg,outdoor,movenet,low,100.0,17,17,17.5
187,575081,000000575081.jpg,indoor,movenet,medium,86.67,15,15,17.3
188,516677,000000516677.jpg,outdoor,movenet,medium,0.0,15,16,17.5
189,142324,000000142324.jpg,outdoor,blazepose,low,0.0,12,0,9.3
190,286422,000000286422.jpg,outdoor,movenet,medium,100.0,13,17,17.3
191,110449,000000110449.jpg,indoor,movenet,high,33.33,9,11,17.3
192,215723,000000215723.jpg,outdoor,blazepose,medium,100.0,11,17,69.8
193,537506,000000537506.jpg,outdoor,blazepose,low,0.0,10,0,9.4
194,363666,000000363666.jpg,indoor,blazepose,medium,100.0,11,17,69.7
195,336053,000000336053.jpg,indoor,blazepose,medium,100.0,8,17,69.7
196,534673,000000534673.jpg,outdoor,blazepose,medium,0.0,14,0,9.4
197,201426,000000201426.jpg,indoor,blazepose,medium,0.0,10,17,74.7
198,190307,000000190307.jpg,outdoor,blazepose,high,100.0,14,17,77.4
199,168974,000000168974.jpg,indoor,movenet,low,100.0,15,15,23.8
200,273715,000000273715.jpg,outdoor,blazepose,medium,0.0,15,17,81.5
201,513580,000000513580.jpg,outdoor,blazepose,low,0.0,6,0,74.5
202,455301,000000455301.jpg,indoor,blazepose,low,100.0,10,17,75.1
203,356387,000000356387.jpg,outdoor,blazepose,high,0.0,9,0,10.1
204,147729,000000147729.jpg,indoor,movenet,high,40.0,5,3,20.6
205,80932,000000080932.jpg,indoor,blazepose,high,0.0,11,0,10.4
206,322610,000000322610.jpg,outdoor,blazepose,high,0.0,12,0,9.7
207,180383,000000180383.jpg,indoor,blazepose,low,0.0,6,0,9.8
208,239347,000000239347.jpg,indoor,blazepose,medium,100.0,10,17,74.2
209,11149,000000011149.jpg,outdoor,blazepose,medium,0.0,8,0,9.8
210,556000,000000556000.jpg,indoor,blazepose,high,0.0,15,0,9.6
211,474854,000000474854.jpg,indoor,blazepose,low,100.0,10,17,74.3
212,423123,000000423123.jpg,indoor,blazepose,low,100.0,9,17,74.9
213,173830,000000173830.jpg,outdoor,blazepose,high,100.0,14,17,74.9
214,152120,000000152120.jpg,outdoor,movenet,high,90.91,11,13,21.3
215,292236,000000292236.jpg,outdoor,movenet,low,100.0,13,15,21.0
216,393056,000000393056.jpg,outdoor,movenet,high,100.0,11,17,18.1
217,527427,000000527427.jpg,indoor,blazepose,high,100.0,15,17,72.1
218,180101,000000180101.jpg,indoor,blazepose,medium,100.0,11,17,78.1
219,270883,000000270883.jpg,indoor,blazepose,medium,100.0,16,17,73.3
220,4134,000000004134.jpg,indoor,blazepose,medium,0.0,12,17,76.5
221,203629,000000203629.jpg,indoor,movenet,low,91.67,12,12,22.9
222,193717,000000193717.jpg,outdoor,movenet,medium,100.0,13,16,22.5
223,291551,000000291551.jpg,outdoor,movenet,high,100.0,15,17,27.3
224,90956,000000090956.jpg,outdoor,movenet,medium,100.0,16,17,24.3
225,383838,000000383838.jpg,indoor,movenet,high,10.0,10,8,19.9
226,325483,000000325483.jpg,indoor,movenet,low,85.71,14,13,19.1
227,226154,000000226154.jpg,outdoor,movenet,low,0.0,10,14,19.4
228,140640,000000140640.jpg,indoor,movenet,high,83.33,12,10,20.2
229,251572,000000251572.jpg,indoor,blazepose,high,0.0,4,0,10.0
230,246968,000000246968.jpg,indoor,movenet,low,91.67,12,13,20.5
231,548339,000000548339.jpg,outdoor,movenet,medium,100.0,17,17,20.3
232,33221,000000033221.jpg,outdoor,blazepose,low,0.0,14,17,75.4
233,172946,000000172946.jpg,indoor,movenet,high,100.0,13,14,21.3
234,361919,000000361919.jpg,outdoor,blazepose,low,0.0,14,0,71.2
235,482275,000000482275.jpg,indoor,blazepose,high,100.0,10,17,71.2
236,345397,000000345397.jpg,indoor,movenet,high,100.0,5,9,18.5
237,386912,000000386912.jpg,indoor,blazepose,medium,100.0,11,17,75.9
238,10707,000000010707.jpg,indoor,blazepose,high,100.0,14,17,71.7
239,302882,000000302882.jpg,indoor,blazepose,medium,100.0,6,17,70.5
240,469828,000000469828.jpg,outdoor,movenet,medium,100.0,13,17,18.2
241,15597,000000015597.jpg,outdoor,movenet,high,80.0,15,14,18.5
242,227478,000000227478.jpg,outdoor,blazepose,high,0.0,14,0,11.6
243,563648,000000563648.jpg,outdoor,movenet,low,0.0,15,12,23.4
244,477805,000000477805.jpg,indoor,blazepose,low,0.0,7,0,9.6
245,581317,000000581317.jpg,indoor,blazepose,high,100.0,11,17,71.8
246,3553,000000003553.jpg,outdoor,movenet,low,0.0,2,0,18.5
247,481567,000000481567.jpg,outdoor,blazepose,high,100.0,10,17,72.3
248,472298,000000472298.jpg,outdoor,blazepose,high,100.0,14,17,76.8
249,150638,000000150638.jpg,indoor,movenet,low,0.0,12,5,18.6
250,42628,000000042628.jpg,outdoor,blazepose,high,0.0,16,0,9.5
251,489842,000000489842.jpg,indoor,movenet,medium,0.0,17,16,17.2
252,205289,000000205289.jpg,outdoor,movenet,medium,100.0,11,14,17.0
253,433103,000000433103.jpg,indoor,blazepose,low,100.0,13,17,71.8
254,542423,000000542423.jpg,outdoor,movenet,low,100.0,4,15,21.6
255,86956,000000086956.jpg,indoor,blazepose,medium,0.0,12,0,75.8
256,276285,000000276285.jpg,indoor,blazepose,medium,0.0,3,0,9.4
257,358525,000000358525.jpg,indoor,movenet,high,100.0,10,12,19.4
258,248334,000000248334.jpg,outdoor,movenet,low,100.0,2,12,20.5
259,580294,000000580294.jpg,indoor,blazepose,medium,0.0,3,0,71.6
260,376625,000000376625.jpg,outdoor,blazepose,medium,0.0,14,0,9.4
261,500716,000000500716.jpg,indoor,movenet,low,0.0,3,0,18.4
262,439593,000000439593.jpg,outdoor,movenet,medium,92.31,13,16,17.9
263,102331,000000102331.jpg,outdoor,blazepose,medium,0.0,11,0,11.4
264,53626,000000053626.jpg,outdoor,movenet,high,76.47,17,13,23.8
265,46497,000000046497.jpg,outdoor,blazepose,low,0.0,10,0,9.9
266,528399,000000528399.jpg,indoor,movenet,high,0.0,1,0,22.1
267,449603,000000449603.jpg,outdoor,movenet,high,64.29,14,10,21.2
268,111207,000000111207.jpg,outdoor,blazepose,medium,0.0,13,17,71.4
269,448076,000000448076.jpg,indoor,movenet,high,0.0,16,13,18.7
270,460683,000000460683.jpg,indoor,blazepose,high,0.0,11,17,73.5
271,336209,000000336209.jpg,outdoor,movenet,high,92.86,14,16,26.0
272,329827,000000329827.jpg,outdoor,blazepose,high,100.0,11,17,71.2
273,82696,000000082696.jpg,indoor,blazepose,high,0.0,4,0,9.4
274,280918,000000280918.jpg,indoor,blazepose,high,100.0,13,17,70.7
275,491366,000000491366.jpg,indoor,blazepose,high,100.0,11,17,77.7
276,210032,000000210032.jpg,indoor,blazepose,low,0.0,7,0,10.2
277,233238,000000233238.jpg,indoor,blazepose,medium,81.82,11,17,71.1
278,391290,000000391290.jpg,outdoor,blazepose,low,100.0,15,17,72.0
279,219271,000000219271.jpg,outdoor,movenet,medium,78.57,14,14,21.7
280,367095,000000367095.jpg,indoor,movenet,low,100.0,9,11,18.2
281,507975,000000507975.jpg,outdoor,blazepose,high,0.0,14,0,12.9
282,578489,000000578489.jpg,indoor,movenet,low,0.0,16,17,24.3
283,404249,000000404249.jpg,outdoor,blazepose,high,100.0,16,17,71.6
284,489764,000000489764.jpg,indoor,movenet,medium,85.71,7,10,21.0
285,289960,000000289960.jpg,outdoor,blazepose,medium,0.0,17,0,9.6
286,218439,000000218439.jpg,indoor,movenet,low,84.62,13,13,22.5
287,157046,000000157046.jpg,indoor,movenet,high,0.0,9,0,19.8
288,145620,000000145620.jpg,outdoor,blazepose,high,100.0,12,17,71.1
289,523957,000000523957.jpg,outdoor,movenet,medium,0.0,16,17,42.1
290,571598,000000571598.jpg,indoor,blazepose,high,100.0,8,17,70.7
291,265777,000000265777.jpg,indoor,movenet,high,100.0,8,12,18.5
292,393226,000000393226.jpg,outdoor,blazepose,high,100.0,15,17,72.2
293,13659,000000013659.jpg,indoor,movenet,low,0.0,15,10,24.5
294,259690,000000259690.jpg,outdoor,movenet,medium,0.0,17,16,23.9
295,80340,000000080340.jpg,indoor,movenet,medium,100.0,14,17,19.0
296,190841,000000190841.jpg,outdoor,movenet,high,93.75,16,16,18.3
297,510095,000000510095.jpg,outdoor,movenet,medium,100.0,13,17,17.8
298,369310,000000369310.jpg,indoor,blazepose,medium,100.0,13,17,70.0
299,231879,000000231879.jpg,indoor,movenet,low,100.0,9,13,20.5
300,290163,000000290163.jpg,indoor,movenet,high,100.0,9,13,20.8
301,405249,000000405249.jpg,indoor,movenet,low,0.0,11,8,24.1
302,391722,000000391722.jpg,indoor,movenet,medium,63.64,11,11,23.9
303,7088,000000007088.jpg,outdoor,movenet,low,100.0,17,17,20.6
304,172648,000000172648.jpg,outdoor,blazepose,medium,100.0,11,17,70.9
305,579902,000000579902.jpg,outdoor,movenet,low,60.0,10,13,21.0
306,413552,000000413552.jpg,indoor,blazepose,high,100.0,8,17,73.3
307,389109,000000389109.jpg,indoor,blazepose,high,0.0,7,0,10.3
308,499266,000000499266.jpg,indoor,movenet,high,0.0,8,6,24.6
309,223188,000000223188.jpg,indoor,movenet,high,92.31,13,15,22.2
310,273232,000000273232.jpg,outdoor,blazepose,low,0.0,14,0,9.6
311,326174,000000326174.jpg,outdoor,blazepose,high,0.0,13,17,74.0
312,409542,000000409542.jpg,indoor,movenet,medium,100.0,8,11,21.6
313,326542,000000326542.jpg,outdoor,movenet,high,100.0,17,17,20.5
314,445999,000000445999.jpg,indoor,blazepose,medium,100.0,5,17,73.4
315,188296,000000188296.jpg,outdoor,movenet,medium,81.25,16,14,24.7
316,473406,000000473406.jpg,indoor,blazepose,low,100.0,17,17,72.0
317,12576,000000012576.jpg,indoor,movenet,medium,100.0,4,8,21.7
318,432553,000000432553.jpg,outdoor,movenet,medium,66.67,3,4,18.1
319,529148,000000529148.jpg,indoor,blazepose,high,100.0,11,17,70.3
320,403565,000000403565.jpg,outdoor,blazepose,medium,100.0,14,17,75.4
321,54592,000000054592.jpg,outdoor,movenet,medium,16.67,12,14,18.5
322,85157,000000085157.jpg,indoor,blazepose,medium,100.0,8,17,69.6
323,187144,000000187144.jpg,outdoor,movenet,medium,76.92,13,17,18.9
324,127394,000000127394.jpg,indoor,movenet,medium,100.0,9,13,20.1
325,397303,000000397303.jpg,indoor,blazepose,high,100.0,12,17,76.0
326,156924,000000156924.jpg,indoor,blazepose,medium,100.0,13,17,71.6
327,377635,000000377635.jpg,outdoor,blazepose,medium,100.0,15,17,71.0
328,199551,000000199551.jpg,indoor,blazepose,low,0.0,14,0,73.6
329,341719,000000341719.jpg,outdoor,movenet,low,90.91,11,16,23.3
330,93261,000000093261.jpg,outdoor,blazepose,low,100.0,12,17,71.3
331,238410,000000238410.jpg,indoor,movenet,low,33.33,15,6,20.7
332,417911,000000417911.jpg,outdoor,movenet,high,100.0,10,12,21.0
333,439525,000000439525.jpg,indoor,blazepose,medium,100.0,10,17,71.0
334,507037,000000507037.jpg,outdoor,movenet,low,0.0,16,16,23.5
335,326128,000000326128.jpg,outdoor,blazepose,medium,100.0,15,17,73.6
336,97988,000000097988.jpg,outdoor,movenet,medium,100.0,16,17,20.9
337,317999,000000317999.jpg,indoor,movenet,high,100.0,5,9,21.3
338,86582,000000086582.jpg,indoor,blazepose,medium,0.0,3,17,70.4
339,26465,000000026465.jpg,indoor,movenet,low,100.0,2,6,18.6
340,416104,000000416104.jpg,indoor,blazepose,high,0.0,11,0,75.5
341,309678,000000309678.jpg,indoor,blazepose,medium,100.0,1,17,72.1
342,252701,000000252701.jpg,outdoor,movenet,low,100.0,16,16,19.0
343,361506,000000361506.jpg,outdoor,blazepose,low,0.0,11,0,9.1
344,289741,000000289741.jpg,outdoor,blazepose,high,0.0,9,0,9.2
345,44279,000000044279.jpg,indoor,blazepose,low,40.0,15,17,72.6
346,148999,000000148999.jpg,outdoor,movenet,medium,75.0,12,10,24.4
347,306700,000000306700.jpg,indoor,blazepose,medium,100.0,11,17,71.2
348,323263,000000323263.jpg,indoor,movenet,low,0.0,16,14,18.7
349,60507,000000060507.jpg,indoor,movenet,low,0.0,16,17,17.9
350,105912,000000105912.jpg,outdoor,movenet,medium,100.0,12,17,21.3
351,89697,000000089697.jpg,outdoor,movenet,high,100.0,14,17,20.7
352,36936,000000036936.jpg,indoor,movenet,low,58.33,12,9,20.8
353,579655,000000579655.jpg,indoor,movenet,medium,100.0,7,8,21.5
354,3934,000000003934.jpg,indoor,movenet,medium,100.0,15,16,26.5
355,371699,000000371699.jpg,indoor,movenet,low,0.0,5,0,21.7
356,274066,000000274066.jpg,outdoor,movenet,medium,16.67,12,12,18.9
357,147740,000000147740.jpg,outdoor,movenet,high,92.31,13,15,19.0
358,376112,000000376112.jpg,outdoor,movenet,low,66.67,12,13,19.7
359,556158,000000556158.jpg,outdoor,movenet,low,100.0,17,17,21.1
360,25393,000000025393.jpg,outdoor,movenet,medium,100.0,17,17,21.0
361,387916,000000387916.jpg,outdoor,movenet,low,0.0,12,14,20.8
362,371529,000000371529.jpg,indoor,blazepose,low,0.0,13,0,10.0
363,314709,000000314709.jpg,outdoor,movenet,low,100.0,15,17,18.6
364,84241,000000084241.jpg,indoor,movenet,medium,41.67,12,12,17.1
365,347265,000000347265.jpg,outdoor,blazepose,medium,100.0,16,17,74.0
366,470779,000000470779.jpg,outdoor,movenet,medium,43.75,16,14,20.9
367,32570,000000032570.jpg,outdoor,blazepose,medium,0.0,15,0,9.6
368,496854,000000496854.jpg,outdoor,blazepose,medium,100.0,14,17,71.7
369,99054,000000099054.jpg,outdoor,movenet,high,0.0,11,10,19.0
370,504415,000000504415.jpg,outdoor,movenet,medium,92.31,13,16,17.5
371,492758,000000492758.jpg,indoor,blazepose,low,0.0,16,0,9.1
372,136715,000000136715.jpg,outdoor,blazepose,high,0.0,12,0,10.9
373,532690,000000532690.jpg,indoor,blazepose,low,100.0,12,17,74.6
374,297578,000000297578.jpg,outdoor,movenet,high,100.0,11,16,20.8
375,312489,000000312489.jpg,outdoor,blazepose,medium,0.0,15,17,72.5
376,158660,000000158660.jpg,indoor,movenet,medium,100.0,5,6,19.3
377,529762,000000529762.jpg,indoor,blazepose,high,100.0,10,17,74.9
378,64898,000000064898.jpg,outdoor,blazepose,high,12.5,8,17,70.5
379,515077,000000515077.jpg,indoor,movenet,low,0.0,4,10,18.3
380,512929,000000512929.jpg,indoor,movenet,medium,90.91,11,12,18.2
381,115898,000000115898.jpg,outdoor,movenet,high,100.0,15,17,21.3
382,230983,000000230983.jpg,outdoor,blazepose,medium,100.0,15,17,74.5
383,172877,000000172877.jpg,indoor,blazepose,low,100.0,15,17,73.3
384,161799,000000161799.jpg,outdoor,movenet,high,0.0,16,12,18.8
385,434204,000000434204.jpg,outdoor,blazepose,low,0.0,7,0,10.4
386,330818,000000330818.jpg,indoor,movenet,low,80.0,10,11,20.7
387,87144,000000087144.jpg,outdoor,blazepose,low,6.25,16,17,71.4
388,481573,000000481573.jpg,outdoor,movenet,medium,100.0,11,14,18.6
389,213086,000000213086.jpg,indoor,blazepose,high,0.0,6,0,9.5
390,576654,000000576654.jpg,outdoor,movenet,high,93.33,15,16,24.7
391,506656,000000506656.jpg,outdoor,blazepose,medium,100.0,15,17,73.3
392,45550,000000045550.jpg,indoor,blazepose,medium,0.0,9,17,73.0
393,327605,000000327605.jpg,outdoor,movenet,low,100.0,16,17,19.1
394,407002,000000407002.jpg,outdoor,movenet,low,100.0,13,16,18.3
395,420840,000000420840.jpg,indoor,blazepose,low,100.0,7,17,76.1
396,468954,000000468954.jpg,indoor,blazepose,high,100.0,12,17,71.6
397,476119,000000476119.jpg,outdoor,blazepose,low,100.0,15,17,70.6
398,1490,000000001490.jpg,outdoor,blazepose,low,0.0,15,0,9.8
399,164883,000000164883.jpg,indoor,movenet,medium,87.5,8,7,18.4
400,161781,000000161781.jpg,outdoor,movenet,low,93.33,15,15,27.2
401,346703,000000346703.jpg,indoor,blazepose,medium,100.0,12,17,74.0
402,482917,000000482917.jpg,indoor,blazepose,low,100.0,2,17,71.2
403,176857,000000176857.jpg,indoor,blazepose,medium,100.0,12,17,71.8
404,357737,000000357737.jpg,outdoor,movenet,low,100.0,17,17,24.2
405,581062,000000581062.jpg,outdoor,movenet,low,100.0,14,17,24.0
406,66231,000000066231.jpg,indoor,movenet,medium,92.86,14,15,20.0
407,492110,000000492110.jpg,indoor,blazepose,low,0.0,12,17,71.5
408,473869,000000473869.jpg,indoor,movenet,medium,91.67,12,12,21.0
409,191672,000000191672.jpg,outdoor,blazepose,low,100.0,13,17,71.4
410,434230,000000434230.jpg,indoor,blazepose,high,0.0,12,0,11.4
411,213547,000000213547.jpg,indoor,blazepose,high,100.0,17,17,74.0
412,408120,000000408120.jpg,outdoor,blazepose,low,0.0,17,0,71.2
413,554266,000000554266.jpg,indoor,movenet,low,0.0,8,5,18.9
414,492937,000000492937.jpg,outdoor,blazepose,medium,0.0,6,0,9.3
415,226662,000000226662.jpg,outdoor,movenet,low,0.0,8,3,18.4
416,149375,000000149375.jpg,outdoor,movenet,high,100.0,14,17,18.4
417,376307,000000376307.jpg,indoor,movenet,medium,91.67,12,12,22.0
418,261888,000000261888.jpg,outdoor,movenet,low,100.0,11,17,23.3
419,39914,000000039914.jpg,outdoor,blazepose,low,100.0,14,17,72.2
420,41990,000000041990.jpg,outdoor,movenet,low,94.12,17,16,21.3
421,383606,000000383606.jpg,indoor,blazepose,medium,0.0,12,0,34.4
422,297022,000000297022.jpg,outdoor,blazepose,high,0.0,14,0,10.0
423,568981,000000568981.jpg,outdoor,blazepose,medium,0.0,13,0,9.2
424,60347,000000060347.jpg,outdoor,blazepose,low,100.0,15,17,73.7
425,43314,000000043314.jpg,outdoor,blazepose,high,0.0,11,0,71.5
426,87244,000000087244.jpg,outdoor,movenet,medium,0.0,9,10,19.0
427,275198,000000275198.jpg,indoor,movenet,low,72.73,11,10,17.8
428,383842,000000383842.jpg,indoor,movenet,medium,82.35,17,14,18.9
429,394677,000000394677.jpg,indoor,blazepose,low,100.0,13,17,71.7
430,9590,000000009590.jpg,indoor,blazepose,low,100.0,11,17,76.5
431,442746,000000442746.jpg,outdoor,movenet,high,100.0,11,17,18.4
432,17379,000000017379.jpg,indoor,movenet,medium,50.0,6,4,18.0
433,35682,000000035682.jpg,indoor,movenet,high,0.0,10,13,21.5
434,2532,000000002532.jpg,outdoor,blazepose,low,0.0,14,0,71.5
435,456662,000000456662.jpg,indoor,movenet,medium,100.0,17,17,18.1
436,296649,000000296649.jpg,outdoor,blazepose,high,0.0,13,17,74.6
437,292488,000000292488.jpg,indoor,blazepose,high,0.0,4,0,10.0
438,560911,000000560911.jpg,indoor,movenet,medium,62.5,16,10,21.2
439,466125,000000466125.jpg,indoor,blazepose,medium,100.0,13,17,71.3
440,39785,000000039785.jpg,outdoor,blazepose,low,87.5,16,17,70.1
441,426203,000000426203.jpg,outdoor,movenet,low,86.67,15,13,23.9
442,567740,000000567740.jpg,outdoor,blazepose,low,0.0,16,17,73.6
443,439994,000000439994.jpg,outdoor,blazepose,high,100.0,14,17,71.1
444,2431,000000002431.jpg,indoor,movenet,high,0.0,1,0,19.2
445,124442,000000124442.jpg,outdoor,movenet,high,100.0,17,17,19.0
446,51938,000000051938.jpg,outdoor,movenet,low,94.12,17,16,17.8
447,161879,000000161879.jpg,outdoor,movenet,high,86.67,15,14,23.3
448,13729,000000013729.jpg,indoor,blazepose,low,6.25,16,17,73.2
449,482319,000000482319.jpg,indoor,blazepose,low,91.67,12,17,70.4
450,291791,000000291791.jpg,outdoor,blazepose,low,0.0,7,0,9.9
451,546823,000000546823.jpg,outdoor,movenet,medium,0.0,16,17,21.1
452,148508,000000148508.jpg,outdoor,blazepose,high,0.0,9,0,9.5
453,502168,000000502168.jpg,outdoor,blazepose,medium,0.0,13,0,9.6
454,287291,000000287291.jpg,outdoor,blazepose,high,0.0,13,0,9.6
455,136915,000000136915.jpg,indoor,blazepose,medium,100.0,12,17,75.4
456,356531,000000356531.jpg,indoor,blazepose,high,100.0,10,17,71.1
457,222118,000000222118.jpg,indoor,movenet,medium,100.0,12,12,21.5
458,465718,000000465718.jpg,indoor,movenet,high,100.0,12,15,21.2
459,16598,000000016598.jpg,indoor,movenet,low,90.0,10,9,18.6
460,521259,000000521259.jpg,outdoor,movenet,high,88.24,17,15,18.1
461,121242,000000121242.jpg,outdoor,movenet,medium,100.0,15,17,22.5
462,364557,000000364557.jpg,outdoor,blazepose,high,0.0,12,0,74.2
463,338304,000000338304.jpg,indoor,movenet,medium,0.0,12,3,21.0
464,254516,000000254516.jpg,outdoor,movenet,low,15.38,13,13,21.1
465,71877,000000071877.jpg,outdoor,movenet,medium,100.0,15,17,19.4
466,68628,000000068628.jpg,outdoor,movenet,medium,100.0,14,17,17.5
467,508730,000000508730.jpg,indoor,movenet,high,100.0,13,13,17.6
468,451043,000000451043.jpg,outdoor,movenet,low,100.0,13,17,18.6
469,397354,000000397354.jpg,indoor,movenet,low,0.0,11,12,18.4
470,243204,000000243204.jpg,indoor,movenet,high,100.0,5,7,25.2
471,467511,000000467511.jpg,outdoor,movenet,high,100.0,15,16,23.9
472,544519,000000544519.jpg,indoor,movenet,low,33.33,6,2,21.8
473,164602,000000164602.jpg,indoor,blazepose,medium,91.67,12,17,72.0
474,570688,000000570688.jpg,outdoor,movenet,medium,93.75,16,16,18.4
475,173008,000000173008.jpg,indoor,blazepose,low,100.0,12,17,70.7
476,132703,000000132703.jpg,outdoor,movenet,high,100.0,15,17,24.6
477,451084,000000451084.jpg,outdoor,blazepose,high,100.0,17,17,72.4
478,518326,000000518326.jpg,indoor,blazepose,low,0.0,9,17,70.3
